id,date,set,song,time,location
1751,8/17/1989,1,McGrupp and the Watchful Hosemasters ,528,564
1752,8/17/1989,1,The Sloth ,282,564
1753,8/17/1989,1,Rocky Top ,176,564
1754,8/17/1989,1,Harry Hood ,619,564
1755,8/17/1989,1,Mike's Song ,381,564
1756,8/17/1989,1,I Am Hydrogen ,133,564
1757,8/17/1989,1,Weekapaug Groove ,341,564
1758,8/17/1989,2,Walk Away ,234,564
1759,8/17/1989,2,AC/DC Bag ,356,564
1760,8/17/1989,2,The Mango Song ,501,564
1761,8/17/1989,2,Fee ,306,564
1762,8/17/1989,2,You Enjoy Myself ,831,564
1763,8/17/1989,2,The Lizards ,578,564
1764,8/17/1989,3,The Oh Kee Pa Ceremony ,120,564
1765,8/17/1989,3,Bold As Love ,325,564
1766,8/17/1989,3,Punch You In the Eye ,419,564
1767,8/17/1989,3,Possum ,401,564
1768,8/17/1989,3,Halley's Comet ,832,564
1769,8/17/1989,3,Alumni Blues ,160,564
1770,8/17/1989,3,Letter to Jimmy Page ,70,564
1771,8/17/1989,3,Alumni Blues ,40,564
1772,8/17/1989,3,Contact ,365,564
1773,8/17/1989,3,Run Like an Antelope ,508,564
1774,8/17/1989,E,Golgi Apparatus ,272,564
1775,8/17/1989,E,Fire ,259,564
1776,8/19/1989,1,The Oh Kee Pa Ceremony ,72,122
1777,8/19/1989,1,Suzy Greenberg ,286,122
1778,8/19/1989,1,The Man Who Stepped Into Yesterday ,201,122
1779,8/19/1989,1,Avenu Malkenu ,179,122
1780,8/19/1989,1,AC/DC Bag ,356,122
1781,8/19/1989,1,Punch You In the Eye ,404,122
1782,8/19/1989,1,Rocky Top ,177,122
1783,8/19/1989,1,Bold As Love ,335,122
1784,8/19/1989,1,The Mango Song ,422,122
1785,8/19/1989,1,The Lizards ,536,122
1786,8/19/1989,1,Mike's Song ,253,122
1787,8/19/1989,2,Split Open and Melt ,430,122
1788,8/19/1989,2,Take the 'A' Train ,309,122
1789,8/19/1989,2,Divided Sky ,707,122
1790,8/19/1989,2,Bathtub Gin ,350,122
1791,8/26/1989,2,The Fishin' Hole ,102,622
1792,8/26/1989,2,Bold As Love ,294,622
1793,8/26/1989,2,Ya Mar ,390,622
1794,8/26/1989,2,Slave to the Traffic Light ,377,622
1795,8/26/1989,2,AC/DC Bag ,440,622
1796,8/26/1989,2,Donna Lee ,230,622
1797,8/26/1989,2,Funky Bitch ,307,622
1798,8/26/1989,2,Foam ,393,622
1799,8/26/1989,2,David Bowie ,888,622
1800,8/26/1989,3,The Man Who Stepped Into Yesterday ,210,622
1801,8/26/1989,3,Avenu Malkenu ,269,622
1802,8/26/1989,3,Suzy Greenberg ,325,622
1803,8/26/1989,3,Dinner and a Movie ,238,622
1804,8/26/1989,3,Run Like an Antelope ,823,622
1805,9/9/1989,1,Foam ,419,154
1806,9/9/1989,1,The Oh Kee Pa Ceremony ,119,154
1807,9/9/1989,1,Suzy Greenberg ,392,154
1808,9/9/1989,1,Divided Sky ,766,154
1809,9/9/1989,1,AC/DC Bag ,360,154
1810,9/9/1989,1,McGrupp and the Watchful Hosemasters ,491,154
1811,9/9/1989,1,Bathtub Gin ,240,154
1812,9/9/1989,1,Punch You In the Eye ,394,154
1813,9/9/1989,1,Wilson ,271,154
1814,9/9/1989,1,My Sweet One ,169,154
1815,9/9/1989,1,David Bowie ,945,154
1816,9/9/1989,2,Ya Mar ,367,154
1817,9/9/1989,2,You Enjoy Myself ,1256,154
1818,9/9/1989,2,Alumni Blues ,242,154
1819,9/9/1989,2,Letter to Jimmy Page ,63,154
1820,9/9/1989,2,Alumni Blues ,59,154
1821,9/9/1989,2,Split Open and Melt ,476,154
1822,9/9/1989,2,Harry Hood ,670,154
1823,9/9/1989,2,Walk Away ,219,154
1824,9/9/1989,2,Possum ,504,154
1825,9/14/1989,1,The Oh Kee Pa Ceremony,92,307
1826,9/14/1989,1,Suzy Greenberg,326,307
1827,9/14/1989,1,You Enjoy Myself,952,307
1828,9/14/1989,1,Foam,511,307
1829,9/14/1989,1,Colonel Forbin's Ascent,358,307
1830,9/14/1989,1,Fly Famous Mockingbird,378,307
1831,9/14/1989,1,La Grange,283,307
1832,9/14/1989,1,Fee,336,307
1833,9/14/1989,1,David Bowie,836,307
1834,9/21/1989,1,Golgi Apparatus ,299,399
1835,9/21/1989,1,Ya Mar ,347,399
1836,9/21/1989,1,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,386,399
1837,9/21/1989,1,AC/DC Bag ,333,399
1838,9/21/1989,1,My Sweet One ,222,399
1839,9/21/1989,1,Fee ,321,399
1840,9/21/1989,1,McGrupp and the Watchful Hosemasters ,311,399
1841,9/21/1989,1,Who Do? We Do! ,334,399
1842,9/21/1989,1,David Bowie ,744,399
1843,9/21/1989,2,Divided Sky ,762,399
1844,9/21/1989,2,The Chase ,70,399
1845,9/21/1989,2,Dinner and a Movie ,217,399
1846,9/21/1989,2,Bundle of Joy ,98,399
1847,9/21/1989,2,Possum ,446,399
1848,10/1/1989,1,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,325,564
1849,10/1/1989,1,McGrupp and the Watchful Hosemasters ,306,564
1850,10/1/1989,1,Who Do? We Do! ,315,564
1851,10/1/1989,1,Golgi Apparatus ,343,564
1852,10/1/1989,1,Harry Hood ,632,564
1853,10/1/1989,1,The Chase ,67,564
1854,10/1/1989,1,Wilson ,263,564
1855,10/1/1989,1,Foam ,514,564
1856,10/1/1989,1,Ya Mar ,436,564
1857,10/1/1989,1,The Oh Kee Pa Ceremony ,106,564
1858,10/1/1989,1,Suzy Greenberg ,332,564
1859,10/1/1989,1,Run Like an Antelope ,580,564
1860,10/1/1989,2,AC/DC Bag ,351,564
1861,10/1/1989,2,My Sweet One ,172,564
1862,10/1/1989,2,Reba ,754,564
1863,10/1/1989,2,Dinner and a Movie ,225,564
1864,10/1/1989,2,Bundle of Joy ,111,564
1865,10/1/1989,2,Possum ,532,564
1866,10/1/1989,2,You Enjoy Myself ,1050,564
1867,10/1/1989,2,If I Only Had a Brain ,184,564
1868,10/1/1989,2,Contact ,421,564
1869,10/1/1989,2,Split Open and Melt ,398,564
1870,10/1/1989,2,The Lizards ,626,564
1871,10/1/1989,E,Highway to Hell ,236,564
1872,10/7/1989,1,Golgi Apparatus ,276,102
1873,10/7/1989,1,Ya Mar ,409,102
1874,10/7/1989,1,Mike's Song ,375,102
1875,10/7/1989,1,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,305,102
1876,10/7/1989,1,I Am Hydrogen ,143,102
1877,10/7/1989,1,Weekapaug Groove ,357,102
1878,10/7/1989,1,Suzy Greenberg ,360,102
1879,10/7/1989,1,Fee ,312,102
1880,10/7/1989,1,La Grange ,322,102
1881,10/7/1989,1,Makisupa Policeman ,364,102
1882,10/7/1989,1,Good Times Bad Times ,385,102
1883,10/14/1989,1,Alumni Blues > Letter to Jimmy Page > Alumni Blues,326,531
1884,10/14/1989,1,AC/DC Bag,49,531
1885,10/14/1989,1,Divided Sky,702,531
1886,10/14/1989,1,I Didn't Know,241,531
1887,10/14/1989,1,Golgi Apparatus,276,531
1888,10/14/1989,1,Ya Mar,407,531
1889,10/14/1989,1,Split Open and Melt,439,531
1890,10/14/1989,1,Fee,341,531
1891,10/14/1989,1,You Enjoy Myself,859,531
1892,10/14/1989,1,Makisupa Policeman,260,531
1893,10/14/1989,1,Good Times Bad Times,306,531
1894,10/14/1989,2,Anarchy,19,531
1895,10/14/1989,2,Highway to Hell,282,531
1896,10/14/1989,2,Possum,533,531
1897,10/14/1989,2,Harpua,436,531
1898,10/20/1989,1,Harpua ,94,564
1899,10/20/1989,1,Bundle of Joy ,111,564
1900,10/20/1989,1,Colonel Forbin's Ascent ,388,564
1901,10/20/1989,1,Fly Famous Mockingbird ,386,564
1902,10/20/1989,1,You Enjoy Myself ,972,564
1903,10/20/1989,1,The Oh Kee Pa Ceremony ,108,564
1904,10/20/1989,1,Reba ,741,564
1905,10/20/1989,1,Divided Sky ,708,564
1906,10/20/1989,1,Golgi Apparatus ,250,564
1907,10/20/1989,2,I Didn't Know ,470,564
1908,10/20/1989,2,AC/DC Bag ,375,564
1909,10/20/1989,2,Donna Lee ,389,564
1910,10/20/1989,2,Split Open and Melt ,220,564
1911,10/20/1989,2,Harry Hood ,627,564
1912,10/20/1989,2,"Swing Low, Sweet Chariot ",185,564
1913,10/20/1989,2,In a Hole ,366,564
1914,10/20/1989,2,Slave to the Traffic Light ,429,564
1915,10/20/1989,2,Run Like an Antelope ,713,564
1916,10/20/1989,3,No Dogs Allowed ,230,564
1917,10/20/1989,3,Walk Away ,238,564
1918,10/20/1989,3,Dinner and a Movie ,215,564
1919,10/20/1989,3,La Grange ,354,564
1920,10/21/1989,1,Fee ,284,564
1921,10/21/1989,1,Ya Mar ,374,564
1922,10/21/1989,1,In a Hole ,290,564
1923,10/21/1989,1,McGrupp and the Watchful Hosemasters ,278,564
1924,10/21/1989,1,Who Do? We Do! ,102,564
1925,10/21/1989,1,Foam ,436,564
1926,10/21/1989,1,AC/DC Bag ,337,564
1927,10/21/1989,1,The Lizards ,486,564
1928,10/21/1989,1,Dog Log ,367,564
1929,10/21/1989,1,David Bowie ,732,564
1930,10/21/1989,2,Mike's Song ,330,564
1931,10/21/1989,2,I Am Hydrogen ,126,564
1932,10/21/1989,2,Weekapaug Groove ,311,564
1933,10/21/1989,2,The Oh Kee Pa Ceremony ,96,564
1934,10/21/1989,2,Suzy Greenberg ,313,564
1935,10/21/1989,2,Wilson ,285,564
1936,10/21/1989,2,Possum ,508,564
1937,10/21/1989,2,Reba ,798,564
1938,10/21/1989,2,The Sloth ,223,564
1939,10/21/1989,2,You Enjoy Myself ,912,564
1940,10/21/1989,2,Highway to Hell ,238,564
1941,10/22/1989,E,Run Like an Antelope ,4,564
1942,10/22/1989,1,La Grange ,112,564
1943,10/22/1989,1,Colonel Forbin's Ascent ,371,564
1944,10/22/1989,1,Fly Famous Mockingbird ,362,564
1945,10/22/1989,1,You Enjoy Myself ,956,564
1946,10/22/1989,1,The Oh Kee Pa Ceremony ,96,564
1947,10/22/1989,1,Suzy Greenberg ,288,564
1948,10/22/1989,1,Ya Mar ,357,564
1949,10/22/1989,1,Foam ,482,564
1950,10/22/1989,1,Rocky Top ,164,564
1951,10/22/1989,1,Split Open and Melt ,523,564
1952,10/22/1989,1,Tela ,386,564
1953,10/22/1989,1,Divided Sky ,748,564
1954,10/22/1989,1,I Didn't Know ,254,564
1955,10/22/1989,1,Good Times Bad Times ,358,564
1956,10/22/1989,2,Harry Hood ,728,564
1957,10/22/1989,2,Reba ,750,564
1958,10/22/1989,2,Golgi Apparatus ,265,564
1959,10/22/1989,2,McGrupp and the Watchful Hosemasters > Who Do? We Do! ,576,564
1960,10/22/1989,2,In a Hole ,288,564
1961,10/22/1989,2,AC/DC Bag ,350,564
1962,10/22/1989,2,My Sweet One ,163,564
1963,10/22/1989,2,Fee ,296,564
1964,10/22/1989,2,Possum ,487,564
1965,10/22/1989,E,Undun ,178,564
1966,10/26/1989,1,The Oh Kee Pa Ceremony ,116,609
1967,10/26/1989,1,Golgi Apparatus ,275,609
1968,10/26/1989,1,You Enjoy Myself ,922,609
1969,10/26/1989,1,Fee ,315,609
1970,10/26/1989,1,Divided Sky ,702,609
1971,10/26/1989,1,I Didn't Know ,227,609
1972,10/26/1989,1,Wilson ,248,609
1973,10/26/1989,1,The Lizards ,594,609
1974,10/26/1989,1,Mike's Song ,355,609
1975,10/26/1989,1,I Am Hydrogen ,132,609
1976,10/26/1989,1,Weekapaug Groove ,342,609
1977,10/26/1989,2,Who Knows ,82,609
1978,10/26/1989,2,Dinner and a Movie ,223,609
1979,10/26/1989,2,Who Do? We Do! ,109,609
1980,10/26/1989,2,AC/DC Bag ,356,609
1981,10/26/1989,2,Reba ,772,609
1982,10/26/1989,2,Walk Away ,224,609
1983,10/26/1989,2,Bathtub Gin ,402,609
1984,10/26/1989,2,The Sloth ,216,609
1985,10/26/1989,2,The Chase ,69,609
1986,10/26/1989,2,Possum ,562,609
1987,10/26/1989,2,Punch You In the Eye ,497,609
1988,10/26/1989,2,In a Hole ,357,609
1989,10/26/1989,2,Gaul Swerves and the Rest is Everything Else ,273,609
1990,10/26/1989,2,No Dogs Allowed ,275,609
1991,10/26/1989,2,David Bowie ,1070,609
1992,10/31/1989,1,The Oh Kee Pa Ceremony ,106,207
1993,10/31/1989,1,Suzy Greenberg ,306,207
1994,10/31/1989,1,You Enjoy Myself ,1045,207
1995,10/31/1989,1,AC/DC Bag ,357,207
1996,10/31/1989,1,Divided Sky ,744,207
1997,10/31/1989,1,Fee ,312,207
1998,10/31/1989,1,Walk Away ,218,207
1999,10/31/1989,1,Bathtub Gin ,376,207
2000,10/31/1989,1,Possum ,510,207
2001,10/31/1989,2,David Bowie ,1385,207
2002,10/31/1989,2,Wilson ,293,207
2003,10/31/1989,2,Reba ,852,207
2004,10/31/1989,2,Colonel Forbin's Ascent ,339,207
2005,10/31/1989,2,Fly Famous Mockingbird ,413,207
2006,10/31/1989,2,Alumni Blues ,166,207
2007,10/31/1989,2,Letter to Jimmy Page ,88,207
2008,10/31/1989,2,Alumni Blues ,35,207
2009,10/31/1989,2,The Lizards ,609,207
2010,10/31/1989,2,Highway to Hell ,223,207
2011,10/31/1989,E,Contact ,401,207
2012,10/31/1989,E,Run Like an Antelope ,404,207
2013,11/2/1989,1,Bathtub Gin,384,327
2014,11/2/1989,1,Foam,489,327
2015,11/2/1989,1,Mike's Song,847,327
2016,11/2/1989,1,I Am Hydrogen,140,327
2017,11/2/1989,1,Weekapaug Groove,331,327
2018,11/2/1989,1,Fee,317,327
2019,11/2/1989,1,The Curtain,386,327
2020,11/2/1989,1,Reba,818,327
2021,11/2/1989,1,Split Open and Melt,538,327
2022,11/2/1989,1,Esther,533,327
2023,11/2/1989,1,Good Times Bad Times,397,327
2024,11/2/1989,2,The Oh Kee Pa Ceremony,152,327
2025,11/2/1989,2,Golgi Apparatus,284,327
2026,11/2/1989,2,You Enjoy Myself,1003,327
2027,11/2/1989,2,Kung,107,327
2028,11/2/1989,2,Rhombus Narration,188,327
2029,11/2/1989,2,Divided Sky,723,327
2030,11/2/1989,2,McGrupp and the Watchful Hosemasters > Who Do? We Do!,564,327
2031,11/2/1989,2,AC/DC Bag,433,327
2032,11/2/1989,2,My Sweet One,125,327
2033,11/2/1989,2,Highway to Hell,252,327
2034,11/3/1989,1,Colonel Forbin's Ascent ,398,625
2035,11/3/1989,1,Fly Famous Mockingbird ,382,625
2036,11/3/1989,1,Bathtub Gin ,357,625
2037,11/3/1989,1,My Sweet One ,139,625
2038,11/3/1989,1,Split Open and Melt ,464,625
2039,11/3/1989,1,Bundle of Joy ,111,625
2040,11/3/1989,1,You Enjoy Myself ,938,625
2041,11/3/1989,1,Punch You In the Eye ,469,625
2042,11/3/1989,1,Reba ,762,625
2043,11/3/1989,1,Golgi Apparatus ,295,625
2044,11/3/1989,2,David Bowie ,1009,625
2045,11/3/1989,2,No Dogs Allowed ,207,625
2046,11/3/1989,2,The Oh Kee Pa Ceremony ,116,625
2047,11/3/1989,2,The Sloth ,212,625
2048,11/3/1989,2,Foam ,454,625
2049,11/9/1989,1,I Didn't Know ,258,337
2050,11/9/1989,1,Golgi Apparatus ,297,337
2051,11/9/1989,1,Ya Mar ,466,337
2052,11/9/1989,1,The Curtain ,428,337
2053,11/9/1989,1,My Sweet One ,185,337
2054,11/9/1989,1,Bathtub Gin ,373,337
2055,11/9/1989,1,You Enjoy Myself ,721,337
2056,11/9/1989,1,Take the 'A' Train ,371,337
2057,11/9/1989,1,Good Times Bad Times ,333,337
2058,11/9/1989,2,The Oh Kee Pa Ceremony ,127,337
2059,11/9/1989,2,AC/DC Bag ,392,337
2060,11/9/1989,2,McGrupp and the Watchful Hosemasters ,493,337
2061,11/9/1989,2,Who Do? We Do! ,120,337
2062,11/9/1989,2,Punch You In the Eye ,448,337
2063,11/9/1989,2,The Lizards ,635,337
2064,11/9/1989,2,Mike's Song ,330,337
2065,11/9/1989,2,I Am Hydrogen ,144,337
2066,11/9/1989,2,Weekapaug Groove ,463,337
2067,11/9/1989,E,Highway to Hell ,236,337
2068,11/10/1989,1,Split Open and Melt ,428,468
2069,11/10/1989,1,The Oh Kee Pa Ceremony ,108,468
2070,11/10/1989,1,Suzy Greenberg ,269,468
2071,11/10/1989,1,Rocky Top ,176,468
2072,11/10/1989,1,Fee ,326,468
2073,11/10/1989,1,Divided Sky ,726,468
2074,11/10/1989,1,AC/DC Bag ,442,468
2075,11/10/1989,1,My Sweet One ,173,468
2076,11/10/1989,1,You Enjoy Myself ,56,468
2077,11/10/1989,1,La Grange ,333,468
2078,11/10/1989,2,Harry Hood ,694,468
2079,11/10/1989,2,Bathtub Gin ,398,468
2080,11/10/1989,2,Mike's Song ,373,468
2081,11/10/1989,2,I Am Hydrogen ,142,468
2082,11/10/1989,2,Weekapaug Groove ,249,468
2083,11/10/1989,2,McGrupp and the Watchful Hosemasters ,491,468
2084,11/10/1989,2,Who Do? We Do! ,112,468
2085,11/10/1989,2,Clod ,189,468
2086,11/10/1989,2,The Sloth ,268,468
2087,11/10/1989,2,The Lizards ,600,468
2088,11/10/1989,2,If I Only Had a Brain ,203,468
2089,11/10/1989,2,Possum ,483,468
2090,11/10/1989,E,Harpua ,823,468
2091,11/10/1989,E,Highway to Hell ,210,468
2092,11/10/1989,E2,Take the 'A' Train ,343,468
2093,11/10/1989,E2,Run Like an Antelope ,693,468
2094,11/11/1989,1,The Oh Kee Pa Ceremony ,29,395
2095,11/11/1989,1,Golgi Apparatus ,290,395
2096,11/11/1989,1,Bathtub Gin ,348,395
2097,11/11/1989,1,AC/DC Bag ,346,395
2098,11/11/1989,1,My Sweet One ,134,395
2099,11/11/1989,1,You Enjoy Myself ,972,395
2100,11/11/1989,1,If I Only Had a Brain ,188,395
2101,11/11/1989,1,Frankenstein ,284,395
2102,11/16/1989,1,Mike's Song ,247,399
2103,11/16/1989,1,I Am Hydrogen ,140,399
2104,11/16/1989,1,Weekapaug Groove ,370,399
2105,11/16/1989,1,Bathtub Gin ,377,399
2106,11/16/1989,1,Foam ,485,399
2107,11/16/1989,1,The Oh Kee Pa Ceremony ,108,399
2108,11/16/1989,1,Suzy Greenberg ,309,399
2109,11/16/1989,1,My Sweet One ,137,399
2110,11/16/1989,1,Reba ,644,399
2111,11/16/1989,1,You Enjoy Myself ,1076,399
2112,11/16/1989,1,Frankenstein ,283,399
2113,11/16/1989,2,The Sloth ,223,399
2114,11/16/1989,2,AC/DC Bag ,418,399
2115,11/16/1989,2,Tela ,413,399
2116,11/16/1989,2,David Bowie ,747,399
2117,11/30/1989,1,Bathtub Gin ,210,589
2118,11/30/1989,1,Divided Sky ,739,589
2119,11/30/1989,1,Ya Mar ,512,589
2120,11/30/1989,1,The Oh Kee Pa Ceremony ,103,589
2121,11/30/1989,1,AC/DC Bag ,432,589
2122,11/30/1989,1,Foam ,534,589
2123,11/30/1989,1,The Lizards ,622,589
2124,11/30/1989,1,My Sweet One ,126,589
2125,11/30/1989,1,Run Like an Antelope ,725,589
2126,11/30/1989,1,Lawn Boy ,150,589
2127,11/30/1989,1,Frankenstein ,278,589
2128,11/30/1989,2,Reba ,612,589
2129,11/30/1989,2,Possum ,551,589
2130,11/30/1989,2,Colonel Forbin's Ascent ,687,589
2131,11/30/1989,2,Fly Famous Mockingbird ,223,589
2132,11/30/1989,2,Undun ,214,589
2133,11/30/1989,2,Fee ,308,589
2134,11/30/1989,2,Split Open and Melt ,515,589
2135,11/30/1989,2,Take the 'A' Train ,342,589
2136,11/30/1989,2,Suzy Greenberg ,309,589
2137,11/30/1989,2,Contact ,385,589
2138,11/30/1989,2,David Bowie ,848,589
2139,11/30/1989,E,In a Hole ,295,589
2140,11/30/1989,E,Golgi Apparatus ,283,589
2141,12/1/1989,1,I Didn't Know ,201,589
2142,12/1/1989,1,La Grange ,332,589
2143,12/1/1989,1,You Enjoy Myself ,1013,589
2144,12/1/1989,2,Alumni Blues > Letter to Jimmy Page > Alumni Blues ,354,589
2145,12/1/1989,1,The Oh Kee Pa Ceremony ,101,589
2146,12/1/1989,1,Dinner and a Movie ,226,589
2147,12/1/1989,1,Bathtub Gin ,342,589
2148,12/1/1989,1,My Sweet One ,188,589
2149,12/1/1989,1,Harry Hood ,657,589
2150,12/1/1989,1,Good Times Bad Times ,405,589
2151,12/1/1989,2,Rocky Top ,156,589
2152,12/1/1989,2,Divided Sky ,730,589
2153,12/1/1989,2,Walk Away ,332,589
2154,12/1/1989,2,The Lizards ,584,589
2155,12/1/1989,2,Mike's Song ,362,589
2156,12/1/1989,2,I Am Hydrogen ,150,589
2157,12/1/1989,2,Weekapaug Groove ,398,589
2158,12/1/1989,2,If I Only Had a Brain ,174,589
2159,12/1/1989,2,Highway to Hell ,250,589
2160,12/1/1989,E,Lawn Boy ,140,589
2161,12/1/1989,E,Possum ,521,589
2162,12/3/1989,1,Bathtub Gin ,353,564
2163,12/3/1989,1,Funky Bitch ,315,564
2164,12/3/1989,1,Ya Mar ,455,564
2165,12/3/1989,1,Reba ,770,564
2166,12/3/1989,1,Divided Sky ,715,564
2167,12/3/1989,1,My Sweet One ,133,564
2168,12/3/1989,1,Run Like an Antelope ,670,564
2169,12/3/1989,1,Lawn Boy ,161,564
2170,12/3/1989,1,Frankenstein ,313,564
2171,12/3/1989,2,The Man Who Stepped Into Yesterday ,204,564
2172,12/3/1989,2,Avenu Malkenu ,190,564
2173,12/3/1989,2,AC/DC Bag ,408,564
2174,12/3/1989,2,Esther ,531,564
2175,12/3/1989,2,The Oh Kee Pa Ceremony ,101,564
2176,12/3/1989,2,Suzy Greenberg ,322,564
2177,12/3/1989,2,Split Open and Melt ,573,564
2178,12/3/1989,2,In a Hole ,312,564
2179,12/3/1989,2,Fee ,339,564
2180,12/3/1989,2,Possum ,590,564
2181,12/3/1989,2,Love You ,182,564
2182,12/3/1989,2,Mike's Song ,335,564
2183,12/3/1989,2,I Am Hydrogen ,144,564
2184,12/3/1989,2,Weekapaug Groove ,540,564
2185,12/3/1989,E,I Didn't Know ,228,564
2186,12/3/1989,E,Golgi Apparatus ,295,564
2187,12/7/1989,1,I Didn't Know ,253,6
2188,12/7/1989,1,You Enjoy Myself ,868,6
2189,12/7/1989,1,Take the 'A' Train ,307,6
2190,12/7/1989,1,AC/DC Bag ,341,6
2191,12/7/1989,1,Fee ,312,6
2192,12/7/1989,1,Mike's Song ,393,6
2193,12/7/1989,1,I Am Hydrogen ,141,6
2194,12/7/1989,1,Weekapaug Groove ,320,6
2195,12/7/1989,1,Alumni Blues ,243,6
2196,12/7/1989,2,The Oh Kee Pa Ceremony ,109,6
2197,12/7/1989,2,Suzy Greenberg ,316,6
2198,12/7/1989,2,Rocky Top ,186,6
2199,12/7/1989,2,Ya Mar ,447,6
2200,12/7/1989,2,Walk Away ,221,6
2201,12/7/1989,1,Letter to Jimmy Page > Alumni Blues ,62,6
2202,12/7/1989,2,The Lizards ,572,6
2203,12/7/1989,2,Run Like an Antelope ,581,6
2204,12/7/1989,1,Rhombus Narration > Divided Sky ,865,6
2205,12/7/1989,2,Lawn Boy ,158,6
2206,12/7/1989,2,Possum ,514,6
2207,12/7/1989,2,Undun ,280,6
2208,12/7/1989,E,Golgi Apparatus ,309,6
2209,12/8/1989,1,Split Open and Melt ,528,678
2210,12/8/1989,1,Ya Mar ,497,678
2211,12/8/1989,1,Reba ,712,678
2212,12/8/1989,1,McGrupp and the Watchful Hosemasters ,470,678
2213,12/8/1989,1,Who Do? We Do! ,114,678
2214,12/8/1989,1,AC/DC Bag ,396,678
2215,12/8/1989,1,My Sweet One ,142,678
2216,12/8/1989,1,Bathtub Gin ,368,678
2217,12/8/1989,1,Run Like an Antelope ,599,678
2218,12/8/1989,2,Harry Hood ,823,678
2219,12/8/1989,2,Tela ,385,678
2220,12/8/1989,2,Timber (Jerry) ,396,678
2221,12/8/1989,2,Slave to the Traffic Light ,432,678
2222,12/8/1989,2,I Didn't Know ,219,678
2223,12/8/1989,2,You Enjoy Myself ,856,678
2224,12/8/1989,2,Vocal Jam ,45,678
2225,12/8/1989,2,Possum ,592,678
2226,12/8/1989,E,Lawn Boy ,195,678
2227,12/8/1989,E,Fire ,295,678
2228,12/9/1989,1,Dinner and a Movie ,242,239
2229,12/9/1989,1,La Grange ,331,239
2230,12/9/1989,1,The Lizards ,666,239
2231,12/9/1989,1,Foam ,532,239
2232,12/9/1989,1,In a Hole ,302,239
2233,12/9/1989,1,Rocky Top ,159,239
2234,12/9/1989,1,David Bowie ,738,239
2235,12/9/1989,1,Lawn Boy ,203,239
2236,12/9/1989,1,Bathtub Gin ,397,239
2237,12/9/1989,1,Golgi Apparatus ,300,239
2238,12/9/1989,2,Take the 'A' Train ,358,239
2239,12/9/1989,2,Fluffhead ,939,239
2240,12/9/1989,2,Esther ,562,239
2241,12/9/1989,2,Alumni Blues ,247,239
2242,12/9/1989,2,Fee ,338,239
2243,12/9/1989,2,Letter to Jimmy Page > Alumni Blues ,40,239
2244,12/9/1989,2,Mike's Song ,503,239
2245,12/9/1989,2,I Am Hydrogen ,155,239
2246,12/9/1989,2,Weekapaug Groove ,497,239
2247,12/9/1989,E,Contact ,409,239
2248,12/9/1989,E,Big Black Furry Creature from Mars ,205,239
2249,12/15/1989,1,Take the 'A' Train ,350,633
2250,12/15/1989,1,Golgi Apparatus ,297,633
2251,12/15/1989,1,Mike's Song ,450,633
2252,12/15/1989,1,I Am Hydrogen ,146,633
2253,12/15/1989,1,Weekapaug Groove ,427,633
2254,12/15/1989,1,Ya Mar ,402,633
2255,12/15/1989,1,The Oh Kee Pa Ceremony ,109,633
2256,12/15/1989,1,AC/DC Bag ,416,633
2257,12/15/1989,1,You Enjoy Myself ,1028,633
2258,12/15/1989,1,Good Times Bad Times ,381,633
2259,12/15/1989,2,I Didn't Know ,298,633
2260,12/15/1989,2,Divided Sky ,787,633
2261,12/15/1989,2,Possum ,563,633
2262,12/15/1989,2,Run Like an Antelope ,637,633
2263,12/15/1989,2,Funky Bitch ,353,633
2264,12/15/1989,2,Jesus Just Left Chicago ,544,633
2265,12/15/1989,2,Contact ,405,633
2266,12/15/1989,2,David Bowie ,696,633
2267,12/16/1989,1,The Curtain,531,130
2268,12/16/1989,1,AC/DC Bag,405,130
2269,12/16/1989,1,Lawn Boy,137,130
2270,12/16/1989,1,Mike's Song,406,130
2271,12/16/1989,1,I Am Hydrogen,136,130
2272,12/16/1989,1,Weekapaug Groove,402,130
2273,12/16/1989,1,The Lizards,590,130
2274,12/16/1989,1,In a Hole,223,130
2275,12/16/1989,1,Golgi Apparatus,401,130
2276,12/16/1989,E,Possum,564,130
2277,12/29/1989,1,Rhombus Narration ,24,3
2278,12/29/1989,1,Divided Sky ,706,3
2279,12/29/1989,1,Ya Mar ,406,3
2280,12/29/1989,1,The Oh Kee Pa Ceremony ,104,3
2281,12/29/1989,1,AC/DC Bag ,395,3
2282,12/29/1989,1,The Lizards ,762,3
2283,12/29/1989,1,Lawn Boy ,151,3
